article_topic,sentence,label
"Explained: Why Man Utd are standing by Ten Hag","The only consistency comes from their flaws - the vacant spaces in midfield, the abysmal rest defence, the muddled press, and the inability to build out from the back despite constructing a team to do exactly that.","0"
"Explained: Why Man Utd are standing by Ten Hag","Teams with far less resources than United have shown far more footballing nous.","1"
"Explained: Why Man Utd are standing by Ten Hag","How can you give up tracking your runner?","0"
"Explained: Why Man Utd are standing by Ten Hag","How do you lose the ball, throw your arms in the air and then not make any attempt to be involved in play?","0"
"Explained: Why Man Utd are standing by Ten Hag","Some of the body language is appalling and there is an absence of fight - for standards and to dig each other out of trouble.","0"
"Explained: Why Man Utd are standing by Ten Hag","The top clubs have players who make sure that if levels drop, they are correcting at source on the pitch and having words with their team-mates, which also happens in the dressing room.","0"
"Explained: Why Man Utd are standing by Ten Hag","Sources have said this is a failing at United.","0"
"Explained: Why Man Utd are standing by Ten Hag","INEOS have wanted to judge him on how he performs under an improved structure, with greater support and a recruitment drive that focused on erasing some blind spots and enhancing the physical flooring of the squad.","1"
"Explained: Why Man Utd are standing by Ten Hag","They want to be back in the Champions League - they have to be financially - they want to be building up to be kings of England again and so consistency in the top-flight is the biggest measurement.","0"
"Explained: Why Man Utd are standing by Ten Hag","Cups should be a complement to that.","0"
"Explained: Why Man Utd are standing by Ten Hag","Prior to INEOS putting in a football operational structure with some of the best in the business, perhaps.","0"
"Explained: Why Man Utd are standing by Ten Hag","But now you have a solid foundation to build off, a talented squad that is seriously underperforming, and the opportunity to implement an identity.","0"
"Fernandes red card overturned after successful Man Utd appeal","Bruno Fernandes will be available for Manchester United's next three Premier League matches after having his red card against Tottenham overturned.","0"
"Fernandes red card overturned after successful Man Utd appeal","Fernandes was shown a straight red after catching Spurs' James Maddison on the lower leg with a high challenge, despite appearing to slip as he did so, during the first half on Sunday with United trailing 1-0.","0"
"Fernandes red card overturned after successful Man Utd appeal","Referee Chris Kavanagh deemed the challenge was serious foul play and VAR Peter Bankes confirmed the decision before United went on to lose 3-0.","0"
"Fernandes red card overturned after successful Man Utd appeal","I don't take him as everyone wants to see it, he said.","0"
"Fernandes red card overturned after successful Man Utd appeal","I don't go in with the studs, I take him with my ankle, it's a clear foul but never a red card.","1"
"Fernandes red card overturned after successful Man Utd appeal","Even Maddison when he gets up, he said it was a foul but never a red card.","1"
"Fernandes red card overturned after successful Man Utd appeal","You can see it's never a red card and if it is, we have to look at many other incidents.","1"
"Fernandes red card overturned after successful Man Utd appeal","I have many incidents against me and I've never seen it come so quick as a red card.","1"
"Fernandes red card overturned after successful Man Utd appeal","The contact is not that strong.","0"
"Fernandes red card overturned after successful Man Utd appeal","If he wants to give me a yellow because it's a counter-attack, I agree and I don't know why VAR doesn't call the referee to the screen.","1"
"Fernandes red card overturned after successful Man Utd appeal","For me, it's not a good decision.","0"
"Fernandes red card overturned after successful Man Utd appeal","Former Premier League referee Dermot Gallagher said a yellow card would have been a more appropriate decision.","1"
"Fernandes red card overturned after successful Man Utd appeal","He can't see the challenge happen.","0"
"Fernandes red card overturned after successful Man Utd appeal","It's a glancing blow down the leg.","0"
"Fernandes red card overturned after successful Man Utd appeal","[Kavanagh] has an optical illusion, a more palatable decision would have been a yellow card.","1"
"'I can't believe what I'm watching!' | The tactic infuriating pundits","I cannot believe what I'm watching, exclaimed Tim Sherwood on Soccer Saturday as he saw Brighton give the ball to Chelsea once again in the final third and concede another goal during a ridiculous first half at Stamford Bridge.","1"
"'I can't believe what I'm watching!' | The tactic infuriating pundits","Opposition teams had only turned over the ball high up the pitch against Brighton once in the first five matches of this season.","0"
"'I can't believe what I'm watching!' | The tactic infuriating pundits","Chelsea did it five times, scoring twice from those moments on their way to a 4-2 win.","0"
"'I can't believe what I'm watching!' | The tactic infuriating pundits","It was a disastrous display from Brighton which left their build-up approach open to criticism.","1"
"'I can't believe what I'm watching!' | The tactic infuriating pundits","Chelsea were not much better at it.","0"
"'I can't believe what I'm watching!' | The tactic infuriating pundits","They were caught out twice, with four of the six goals in those first 45 minutes coming from players unsuccessfully playing out from the back.","0"
"'I can't believe what I'm watching!' | The tactic infuriating pundits","This tactic has been a feature of this season so far, with teams increasingly willing to take chances in and around their own box in a bid to beat the press and find space further up the field.","0"
"'I can't believe what I'm watching!' | The tactic infuriating pundits","But any slip-up is so fraught with danger it often leaves observers wondering whether the reward is worth the risk.","1"
