article_topic,sentence
Wolves secure crucial first win of PL season to leapfrog Southampton,Goals from Pablo Sarabia and Matheus Cunha secured a first win of the Premier League season for Wolves against Southampton.
Wolves secure crucial first win of PL season to leapfrog Southampton,The Wolves boss and his players paraded around the Molineux pitch in celebration after the game following a tough week where Gary O'Neil had been berated with questions regarding his future at the club.
Wolves secure crucial first win of PL season to leapfrog Southampton,"""A lot was made about me and my future, but I am comfortable with my position and the future my coaching career has."
Wolves secure crucial first win of PL season to leapfrog Southampton,"Today is about Wolves,"" O'Neil said in his post-match press conference."
Wolves secure crucial first win of PL season to leapfrog Southampton,"""I did not want to make today about me."
Wolves secure crucial first win of PL season to leapfrog Southampton,"I am pleased for the fans as they have stuck with us."""
Wolves secure crucial first win of PL season to leapfrog Southampton,"O'Neil insisted he was ""comfortable in his own skin"" ahead of this fixture, but seeing Sarabia round Aaron Ramsdale and fire his side into an early lead would have settled any nerves nonetheless."
Wolves secure crucial first win of PL season to leapfrog Southampton,"The visitors thought they found their equaliser through Ryan Manning, after he lashed the ball into the top corner, but the goal was chalked off following a VAR review due to a foul on Nelson Semedo."
Wolves secure crucial first win of PL season to leapfrog Southampton,The double setback of conceding early and seeing a goal disallowed did not deter Russell Martin's side from their usual approach.
Wolves secure crucial first win of PL season to leapfrog Southampton,The Saints continued to build-up patiently from the back but 72 per cent possession in the first half translated to just 0.4xG in front of goal.
Wolves secure crucial first win of PL season to leapfrog Southampton,It was clear to see why no other side in the division had scored fewer goals than their tally of seven thus far.
Wolves secure crucial first win of PL season to leapfrog Southampton,"After sitting back in the first half, Wolves came out after the restart with more tenacity in the final third and quickly doubled their lead through Cunha."
Wolves secure crucial first win of PL season to leapfrog Southampton,"The Brazil forward, who set up the first goal with an impressive run on the counter-attack, curled his effort into the far corner and sent the home crowd into raptures."
Wolves secure crucial first win of PL season to leapfrog Southampton,"Angst, anger and anticipation turned to joy and adulation from the home crowd for this group of players, as they secured their first win of the season and leapfrogged their opponents into 18th."
Wolves secure crucial first win of PL season to leapfrog Southampton,"""The players deserve it."
Wolves secure crucial first win of PL season to leapfrog Southampton,They have put in the work.
Wolves secure crucial first win of PL season to leapfrog Southampton,We lacked some quality but did not lack togetherness and fight.
Wolves secure crucial first win of PL season to leapfrog Southampton,"""Second half we were excellent without the ball and did not feel under any real threat."
Wolves secure crucial first win of PL season to leapfrog Southampton,"""Disappointed with some of the quality shown but we did not set up to be free flowing and wanted to make sure we were excellent without the ball."
Wolves secure crucial first win of PL season to leapfrog Southampton,"""We were solid."
Wolves secure crucial first win of PL season to leapfrog Southampton,Took a bit of moving around as their shape caused us some issues.
Wolves secure crucial first win of PL season to leapfrog Southampton,"We spoke about being humble enough about defending low."""
Wolves secure crucial first win of PL season to leapfrog Southampton,"""We should do more with the ball."
Wolves secure crucial first win of PL season to leapfrog Southampton,"To come here and have as much as we did, is not easy."
Wolves secure crucial first win of PL season to leapfrog Southampton,We should not take that for granted.
Wolves secure crucial first win of PL season to leapfrog Southampton,"""To be in the final third as much as we were, I would expect us to have something to show for it."
Wolves secure crucial first win of PL season to leapfrog Southampton,It is not good enough.
Wolves secure crucial first win of PL season to leapfrog Southampton,We were made to pay for individual errors.
Wolves secure crucial first win of PL season to leapfrog Southampton,"""I liked the response."
Wolves secure crucial first win of PL season to leapfrog Southampton,We played really good football until we got there.
Wolves secure crucial first win of PL season to leapfrog Southampton,There has to be more.
Wolves secure crucial first win of PL season to leapfrog Southampton,The only thing I am disappointed with is that we did not create more.
Wolves secure crucial first win of PL season to leapfrog Southampton,"""It is not enough."
Wolves secure crucial first win of PL season to leapfrog Southampton,We can't just turn up and fight.
Wolves secure crucial first win of PL season to leapfrog Southampton,The team is not built for that.
Wolves secure crucial first win of PL season to leapfrog Southampton,It builds up to get to the final third so they can do their stuff.
Wolves secure crucial first win of PL season to leapfrog Southampton,"It just did not come to enough."""
Wolves secure crucial first win of PL season to leapfrog Southampton,"When asked if he felt his job was secure following the loss, Martin added: ""What will be, will be."""
Wolves secure crucial first win of PL season to leapfrog Southampton,Wolves have conceded more goals than any other side in the Premier League - but they put that behind them for this crucial fixture.
Wolves secure crucial first win of PL season to leapfrog Southampton,O'Neil's team saw less of the ball - only 28 per cent of it to be exact - but limited Southampton to just one shot on target in this fixture.
